name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;261;0;570;3153;1145;3153;1121;0
header;252;171;252;216;1884;216;1884;171
A;1057;233;1057;259;1078;259;1078;233
D;934;239;934;258;950;258;950;239
D;751;423;751;442;767;442;767;423
D;643;606;643;626;659;626;659;606
B;491;836;491;854;504;854;504;836
D;767;881;767;900;782;900;782;881
B;1059;910;1059;938;1080;938;1080;910
D;930;1103;930;1130;952;1130;952;1103
B;532;1249;532;1267;546;1267;546;1249
C;1065;1578;1065;1608;1088;1608;1088;1578
D;769;1651;769;1670;785;1670;785;1651
C;468;1928;468;1948;484;1948;484;1928
B;734;1973;734;1992;750;1992;750;1973
A;839;2034;839;2047;846;2047;846;2034
D;556;2112;556;2132;571;2132;571;2112
D;1066;2249;1066;2276;1088;2276;1088;2249
D;903;2251;903;2271;920;2271;920;2251
D;721;2619;721;2639;737;2639;737;2619
A;673;2724;673;2724;673;2724;673;2724
D;909;2804;909;2823;924;2823;924;2804
D;854;2896;854;2915;869;2915;869;2896
